origin,year,month,day,hour,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,time_hour
EWR,2013,9,20,14,22.8,13.9,57.2,0.0,0.0,0.0,0.0,1018.9,16093.4,20/09/2013 15:00
EWR,2013,9,20,15,24.4,14.4,53.65,140.0,3.09,3.55,0.0,1018.0,16093.4,20/09/2013 16:00
EWR,2013,9,20,16,25.0,13.3,48.19,130.0,2.06,2.37,0.0,1017.7,16093.4,20/09/2013 17:00
EWR,2013,9,20,17,25.6,13.3,46.49,160.0,3.6,4.14,0.0,1017.0,16093.4,20/09/2013 18:00
EWR,2013,9,20,18,25.0,12.8,46.64,140.0,4.63,5.33,0.0,1016.6,16093.4,20/09/2013 19:00
EWR,2013,9,20,19,24.4,13.3,49.95,140.0,5.14,5.92,0.0,1016.2,16093.4,20/09/2013 20:00
EWR,2013,9,20,20,23.3,13.3,53.37,140.0,5.14,5.92,0.0,1016.1,16093.4,20/09/2013 21:00
EWR,2013,9,20,21,22.8,12.2,51.18,130.0,5.14,5.92,0.0,1016.2,16093.4,20/09/2013 22:00
EWR,2013,9,20,22,21.7,13.9,61.16,150.0,3.6,4.14,0.0,1016.0,16093.4,20/09/2013 23:00
EWR,2013,9,20,23,20.6,14.4,67.59,150.0,3.09,3.55,0.0,1016.0,16093.4,21/09/2013 0:00
EWR,2013,9,21,0,19.4,14.4,72.81,170.0,2.06,2.37,0.0,1016.2,16093.4,21/09/2013 1:00
EWR,2013,9,21,1,18.9,14.4,75.12,0.0,0.0,0.0,0.0,1016.4,16093.4,21/09/2013 2:00
EWR,2013,9,21,2,18.3,14.4,77.99,190.0,3.6,4.14,0.0,1016.5,16093.4,21/09/2013 3:00
EWR,2013,9,21,3,17.8,14.4,80.49,180.0,3.09,3.55,0.0,1016.3,16093.4,21/09/2013 4:00
EWR,2013,9,21,4,15.6,13.3,86.18,220.0,2.06,2.37,0.0,1016.4,16093.4,21/09/2013 5:00
EWR,2013,9,21,5,16.1,13.9,86.79,210.0,2.06,2.37,0.0,1016.3,16093.4,21/09/2013 6:00
EWR,2013,9,21,6,16.7,14.4,86.29,0.0,0.0,0.0,0.0,1015.5,16093.4,21/09/2013 7:00
EWR,2013,9,21,7,16.1,14.4,89.65,140.0,2.06,2.37,0.0,1015.0,16093.4,21/09/2013 8:00
EWR,2013,9,21,8,16.1,13.9,86.79,170.0,1.54,1.78,0.0,1014.9,16093.4,21/09/2013 9:00
EWR,2013,9,21,9,15.0,13.3,89.57,0.0,0.0,0.0,0.0,1014.7,16093.4,21/09/2013 10:00
EWR,2013,9,21,10,15.0,13.3,89.57,0.0,0.0,0.0,0.0,1014.9,16093.4,21/09/2013 11:00
EWR,2013,9,21,11,16.1,14.4,89.65,0.0,0.0,0.0,0.0,1014.8,16093.4,21/09/2013 12:00
EWR,2013,9,21,12,17.0,15.0,88.0,0.0,0.0,0.0,0.0,,16093.4,21/09/2013 13:00
EWR,2013,9,21,13,18.0,15.0,82.62,0.0,0.0,0.0,0.0,,16093.4,21/09/2013 14:00
EWR,2013,9,21,14,19.0,16.0,82.74,150.0,2.06,2.37,0.0,,16093.4,21/09/2013 15:00
EWR,2013,9,21,15,22.2,17.8,76.13,140.0,5.14,5.92,0.0,1011.8,16093.4,21/09/2013 16:00
EWR,2013,9,21,16,24.4,17.8,66.65,170.0,4.63,5.33,0.0,1010.7,16093.4,21/09/2013 17:00
EWR,2013,9,21,17,25.0,16.7,59.98,180.0,5.66,6.51,0.0,1009.3,16093.4,21/09/2013 18:00
EWR,2013,9,21,18,26.7,15.0,48.64,160.0,6.17,7.1,0.0,1008.4,16093.4,21/09/2013 19:00
EWR,2013,9,21,19,25.6,16.1,55.7,150.0,7.2,8.29,0.0,1007.6,16093.4,21/09/2013 20:00
EWR,2013,9,21,20,25.0,16.7,59.98,170.0,6.69,7.7,0.0,1007.3,16093.4,21/09/2013 21:00
EWR,2013,9,21,21,23.9,17.2,66.13,160.0,7.2,8.29,0.0,1007.1,16093.4,21/09/2013 22:00
EWR,2013,9,21,22,22.8,18.3,75.75,160.0,5.66,6.51,0.0,1006.6,16093.4,21/09/2013 23:00
EWR,2013,9,21,23,22.2,18.9,81.57,160.0,4.63,5.33,0.0,1006.7,16093.4,22/09/2013 0:00
EWR,2013,9,22,0,22.2,18.9,81.57,170.0,5.14,5.92,0.0,1006.1,16093.4,22/09/2013 1:00
EWR,2013,9,22,1,22.2,19.4,84.16,170.0,4.12,4.74,0.0,1005.6,16093.4,22/09/2013 2:00
EWR,2013,9,22,2,21.0,20.0,94.01,180.0,5.66,6.51,2.03,,6437.36,22/09/2013 3:00
EWR,2013,9,22,3,21.1,20.0,93.44,180.0,5.66,6.51,4.83,1004.6,4828.02,22/09/2013 4:00
EWR,2013,9,22,4,19.4,18.3,93.35,270.0,4.63,5.33,6.6,1004.9,9656.04,22/09/2013 5:00
EWR,2013,9,22,5,18.3,17.2,93.3,260.0,2.57,2.96,2.29,1005.1,9656.04,22/09/2013 6:00
EWR,2013,9,22,6,18.0,17.0,93.88,0.0,0.0,0.0,0.0,,2816.34,22/09/2013 7:00
EWR,2013,9,22,7,17.0,17.0,100.0,330.0,2.06,2.37,0.25,,16093.4,22/09/2013 8:00
EWR,2013,9,22,8,17.2,16.7,96.88,250.0,2.57,2.96,0.0,1005.6,16093.4,22/09/2013 9:00
EWR,2013,9,22,9,17.2,16.1,93.25,250.0,2.06,2.37,0.0,1005.8,16093.4,22/09/2013 10:00
EWR,2013,9,22,10,17.2,15.6,90.31,280.0,2.57,2.96,0.0,1006.5,16093.4,22/09/2013 11:00
EWR,2013,9,22,11,17.2,13.9,80.93,290.0,3.6,4.14,0.0,1007.2,16093.4,22/09/2013 12:00
EWR,2013,9,22,12,17.2,12.2,72.42,310.0,5.66,6.51,0.0,1007.8,16093.4,22/09/2013 13:00
EWR,2013,9,22,13,18.3,10.6,60.77,310.0,4.63,5.33,0.0,1008.2,16093.4,22/09/2013 14:00
EWR,2013,9,22,14,19.4,8.3,48.6,340.0,7.2,8.29,0.0,1008.4,16093.4,22/09/2013 15:00
EWR,2013,9,22,15,20.6,8.9,46.99,280.0,7.2,8.29,0.0,1008.1,16093.4,22/09/2013 16:00
EWR,2013,9,22,16,20.0,7.8,45.26,310.0,6.17,7.1,0.0,1008.3,16093.4,22/09/2013 17:00
EWR,2013,9,22,17,20.6,7.2,41.86,290.0,6.69,7.7,0.0,1008.2,16093.4,22/09/2013 18:00
EWR,2013,9,22,18,20.6,6.7,40.45,330.0,7.72,8.88,0.0,1008.3,16093.4,22/09/2013 19:00
EWR,2013,9,22,19,18.9,6.1,43.13,330.0,8.23,9.47,0.0,1008.6,16093.4,22/09/2013 20:00
EWR,2013,9,22,20,19.4,6.7,43.57,310.0,7.2,8.29,0.0,1008.8,16093.4,22/09/2013 21:00
EWR,2013,9,22,21,18.9,6.7,44.95,330.0,7.2,8.29,0.0,1009.4,16093.4,22/09/2013 22:00
EWR,2013,9,22,22,17.2,6.7,50.03,320.0,7.72,8.88,0.0,1010.1,16093.4,22/09/2013 23:00
EWR,2013,9,22,23,16.1,6.1,51.48,310.0,5.66,6.51,0.0,1011.1,16093.4,23/09/2013 0:00
EWR,2013,9,23,0,15.6,6.7,55.39,310.0,7.2,8.29,0.0,1011.7,16093.4,23/09/2013 1:00
EWR,2013,9,23,1,14.4,5.6,55.47,320.0,7.2,8.29,0.0,1012.3,16093.4,23/09/2013 2:00
EWR,2013,9,23,2,13.9,5.0,54.95,330.0,4.63,5.33,0.0,1013.0,16093.4,23/09/2013 3:00
EWR,2013,9,23,3,13.3,4.4,54.8,340.0,6.69,7.7,0.0,1013.2,16093.4,23/09/2013 4:00
EWR,2013,9,23,4,12.8,3.9,54.67,330.0,5.66,6.51,0.0,1013.4,16093.4,23/09/2013 5:00
EWR,2013,9,23,5,12.2,3.9,56.86,330.0,4.63,5.33,0.0,1013.7,16093.4,23/09/2013 6:00
EWR,2013,9,23,6,11.7,4.4,60.87,320.0,2.57,2.96,0.0,1013.7,16093.4,23/09/2013 7:00
EWR,2013,9,23,7,11.7,4.4,60.87,320.0,3.09,3.55,0.0,1014.0,16093.4,23/09/2013 8:00
EWR,2013,9,23,8,11.1,4.4,63.33,320.0,4.12,4.74,0.0,1014.4,16093.4,23/09/2013 9:00
EWR,2013,9,23,9,11.1,4.4,63.33,330.0,4.12,4.74,0.0,1015.0,16093.4,23/09/2013 10:00
EWR,2013,9,23,10,10.6,3.9,63.22,330.0,5.66,6.51,0.0,1015.7,16093.4,23/09/2013 11:00
EWR,2013,9,23,11,11.7,3.9,58.77,340.0,5.14,5.92,0.0,1016.4,16093.4,23/09/2013 12:00
EWR,2013,9,23,12,12.8,3.3,52.4,330.0,5.66,6.51,0.0,1016.6,16093.4,23/09/2013 13:00
EWR,2013,9,23,13,14.4,3.9,49.26,340.0,4.63,5.33,0.0,1016.6,16093.4,23/09/2013 14:00
EWR,2013,9,23,14,15.6,3.3,43.71,320.0,7.72,8.88,0.0,1016.2,16093.4,23/09/2013 15:00
EWR,2013,9,23,15,16.7,4.4,44.02,320.0,6.17,7.1,0.0,1016.1,16093.4,23/09/2013 16:00
EWR,2013,9,23,16,17.8,5.6,44.64,300.0,5.66,6.51,0.0,1015.8,16093.4,23/09/2013 17:00
EWR,2013,9,23,17,18.3,5.0,41.49,320.0,6.69,7.7,0.0,1015.3,16093.4,23/09/2013 18:00
EWR,2013,9,23,18,18.9,5.0,39.96,330.0,5.14,5.92,0.0,1014.8,16093.4,23/09/2013 19:00
EWR,2013,9,23,19,18.9,4.4,38.32,310.0,5.66,6.51,0.0,1014.8,16093.4,23/09/2013 20:00
EWR,2013,9,23,20,18.9,5.6,41.67,280.0,4.12,4.74,0.0,1014.8,16093.4,23/09/2013 21:00
EWR,2013,9,23,21,17.8,5.6,44.64,330.0,5.14,5.92,0.0,1015.4,16093.4,23/09/2013 22:00
EWR,2013,9,23,22,17.2,5.6,46.37,300.0,4.12,4.74,0.0,1015.7,16093.4,23/09/2013 23:00
EWR,2013,9,23,23,16.1,5.6,49.73,320.0,4.12,4.74,0.0,1016.2,16093.4,24/09/2013 0:00
EWR,2013,9,24,0,14.4,5.6,55.47,310.0,6.69,7.7,0.0,1016.8,16093.4,24/09/2013 1:00
EWR,2013,9,24,1,13.3,5.6,59.58,320.0,4.63,5.33,0.0,1017.3,16093.4,24/09/2013 2:00
EWR,2013,9,24,2,12.8,5.6,61.56,330.0,4.12,4.74,0.0,1017.7,16093.4,24/09/2013 3:00
EWR,2013,9,24,3,11.7,5.6,66.17,10.0,3.6,4.14,0.0,1017.5,16093.4,24/09/2013 4:00
EWR,2013,9,24,4,11.7,5.0,63.47,350.0,4.63,5.33,0.0,1017.8,16093.4,24/09/2013 5:00
EWR,2013,9,24,5,10.0,5.6,74.1,20.0,3.6,4.14,0.0,1017.9,16093.4,24/09/2013 6:00
EWR,2013,9,24,6,10.6,5.6,71.19,360.0,4.12,4.74,0.0,1017.7,16093.4,24/09/2013 7:00
EWR,2013,9,24,7,10.0,5.6,74.1,340.0,3.6,4.14,0.0,1017.7,16093.4,24/09/2013 8:00
EWR,2013,9,24,8,9.4,5.0,73.99,330.0,3.09,3.55,0.0,1017.8,16093.4,24/09/2013 9:00
EWR,2013,9,24,9,8.9,4.4,73.39,320.0,3.09,3.55,0.0,1018.0,16093.4,24/09/2013 10:00
EWR,2013,9,24,10,8.9,4.4,73.39,310.0,2.06,2.37,0.0,1018.0,16093.4,24/09/2013 11:00
EWR,2013,9,24,11,10.0,4.4,68.15,290.0,2.06,2.37,0.0,1017.8,16093.4,24/09/2013 12:00
EWR,2013,9,24,12,11.7,5.0,63.47,300.0,3.6,4.14,0.0,1017.4,16093.4,24/09/2013 13:00
EWR,2013,9,24,13,13.3,5.6,59.58,310.0,4.12,4.74,0.0,1017.0,16093.4,24/09/2013 14:00
EWR,2013,9,24,14,15.6,5.6,51.34,310.0,3.6,4.14,0.0,1016.2,16093.4,24/09/2013 15:00
EWR,2013,9,24,15,17.2,5.6,46.37,,2.06,2.37,0.0,1015.4,16093.4,24/09/2013 16:00
EWR,2013,9,24,16,20.0,5.0,37.32,300.0,4.63,5.33,0.0,1014.6,16093.4,24/09/2013 17:00
EWR,2013,9,24,17,21.7,4.4,32.23,290.0,4.12,4.74,0.0,1013.4,16093.4,24/09/2013 18:00
EWR,2013,9,24,18,23.3,5.0,30.49,300.0,5.14,5.92,0.0,1012.5,16093.4,24/09/2013 19:00
EWR,2013,9,24,19,23.9,5.0,29.41,290.0,6.17,7.1,0.0,1012.1,16093.4,24/09/2013 20:00
EWR,2013,9,24,20,23.9,5.0,29.41,330.0,4.63,5.33,0.0,1011.9,14484.06,24/09/2013 21:00
EWR,2013,9,24,21,22.8,4.4,30.14,320.0,5.66,6.51,0.0,1011.9,16093.4,24/09/2013 22:00
EWR,2013,9,24,22,21.7,5.0,33.61,310.0,4.12,4.74,0.0,1012.1,16093.4,24/09/2013 23:00
EWR,2013,9,24,23,20.0,5.6,38.91,290.0,3.6,4.14,0.0,1012.1,16093.4,25/09/2013 0:00
EWR,2013,9,25,0,18.9,6.1,43.13,270.0,3.09,3.55,0.0,1012.6,16093.4,25/09/2013 1:00
EWR,2013,9,25,1,17.8,7.2,49.85,310.0,1.54,1.78,0.0,1013.3,16093.4,25/09/2013 2:00
EWR,2013,9,25,2,17.2,6.1,48.0,340.0,3.09,3.55,0.0,1013.6,16093.4,25/09/2013 3:00
EWR,2013,9,25,3,15.0,6.7,57.57,20.0,2.57,2.96,0.0,1013.8,16093.4,25/09/2013 4:00
EWR,2013,9,25,4,12.2,6.7,69.08,30.0,3.6,4.14,0.0,1013.9,16093.4,25/09/2013 5:00
EWR,2013,9,25,5,11.7,6.7,71.4,20.0,3.6,4.14,0.0,1014.3,16093.4,25/09/2013 6:00
EWR,2013,9,25,6,12.8,6.1,63.72,360.0,3.6,4.14,0.0,1014.0,16093.4,25/09/2013 7:00
EWR,2013,9,25,7,11.7,6.1,68.5,20.0,1.54,1.78,0.0,1014.0,16093.4,25/09/2013 8:00
EWR,2013,9,25,8,11.7,6.1,68.5,0.0,0.0,0.0,0.0,1014.1,16093.4,25/09/2013 9:00
EWR,2013,9,25,9,11.7,6.1,68.5,330.0,2.57,2.96,0.0,1014.2,16093.4,25/09/2013 10:00
EWR,2013,9,25,10,11.1,6.1,71.28,10.0,1.54,1.78,0.0,1014.3,16093.4,25/09/2013 11:00
EWR,2013,9,25,11,13.3,6.7,64.28,280.0,1.54,1.78,0.0,1014.6,16093.4,25/09/2013 12:00
EWR,2013,9,25,12,15.6,6.1,53.15,0.0,0.0,0.0,0.0,1014.7,16093.4,25/09/2013 13:00
EWR,2013,9,25,13,16.7,6.1,49.55,30.0,2.06,2.37,0.0,1014.7,16093.4,25/09/2013 14:00
EWR,2013,9,25,14,18.3,5.6,43.26,0.0,0.0,0.0,0.0,1014.6,16093.4,25/09/2013 15:00
EWR,2013,9,25,15,19.4,4.4,37.15,0.0,0.0,0.0,0.0,1014.1,16093.4,25/09/2013 16:00
EWR,2013,9,25,16,20.6,5.6,37.49,,1.54,1.78,0.0,1013.6,16093.4,25/09/2013 17:00
EWR,2013,9,25,17,23.3,5.6,31.79,270.0,3.09,3.55,0.0,1012.8,16093.4,25/09/2013 18:00
EWR,2013,9,25,18,22.2,5.6,33.99,,1.54,1.78,0.0,1012.3,16093.4,25/09/2013 19:00
EWR,2013,9,25,19,23.3,6.7,34.3,,1.54,1.78,0.0,1011.9,16093.4,25/09/2013 20:00
EWR,2013,9,25,20,22.2,6.7,36.67,310.0,2.06,2.37,0.0,1011.7,16093.4,25/09/2013 21:00
EWR,2013,9,25,21,22.2,6.7,36.67,,2.57,2.96,0.0,1011.9,16093.4,25/09/2013 22:00
EWR,2013,9,25,22,20.6,7.8,43.61,40.0,2.06,2.37,0.0,1012.1,16093.4,25/09/2013 23:00
EWR,2013,9,25,23,20.6,7.8,43.61,340.0,3.6,4.14,0.0,1012.4,16093.4,26/09/2013 0:00
EWR,2013,9,26,0,17.8,8.9,55.95,40.0,2.06,2.37,0.0,1013.0,16093.4,26/09/2013 1:00
EWR,2013,9,26,1,18.3,11.7,65.37,0.0,0.0,0.0,0.0,1013.3,16093.4,26/09/2013 2:00
EWR,2013,9,26,2,16.7,10.6,67.24,0.0,0.0,0.0,0.0,1013.5,16093.4,26/09/2013 3:00
EWR,2013,9,26,3,16.1,11.1,72.22,190.0,1.54,1.78,0.0,1013.9,16093.4,26/09/2013 4:00
EWR,2013,9,26,4,13.9,10.0,77.32,220.0,2.06,2.37,0.0,1014.1,16093.4,26/09/2013 5:00
EWR,2013,9,26,5,14.4,11.1,80.55,30.0,2.06,2.37,0.0,1014.2,16093.4,26/09/2013 6:00
EWR,2013,9,26,6,12.8,10.0,83.08,10.0,2.57,2.96,0.0,1014.0,16093.4,26/09/2013 7:00
EWR,2013,9,26,7,13.3,11.7,90.03,10.0,3.6,4.14,0.0,1014.1,16093.4,26/09/2013 8:00
EWR,2013,9,26,8,13.3,10.6,83.69,10.0,4.12,4.74,0.0,1014.4,16093.4,26/09/2013 9:00
EWR,2013,9,26,9,13.3,10.6,83.69,10.0,4.12,4.74,0.0,1015.0,16093.4,26/09/2013 10:00
EWR,2013,9,26,10,13.9,11.7,86.58,10.0,5.14,5.92,0.0,1015.3,16093.4,26/09/2013 11:00
EWR,2013,9,26,11,15.0,12.2,83.34,10.0,4.63,5.33,0.0,1015.8,16093.4,26/09/2013 12:00
EWR,2013,9,26,12,16.0,13.0,82.37,10.0,5.66,6.51,0.0,,16093.4,26/09/2013 13:00
EWR,2013,9,26,13,17.0,13.0,77.29,20.0,6.17,7.1,0.0,,16093.4,26/09/2013 14:00
EWR,2013,9,26,14,20.0,13.9,67.91,20.0,3.6,4.14,0.0,1016.8,16093.4,26/09/2013 15:00
EWR,2013,9,26,15,20.6,13.3,62.93,20.0,3.6,4.14,0.0,1016.9,16093.4,26/09/2013 16:00
EWR,2013,9,26,16,21.0,13.0,60.21,50.0,2.57,2.96,0.0,,16093.4,26/09/2013 17:00
EWR,2013,9,26,17,20.6,12.2,58.56,90.0,3.09,3.55,0.0,1016.4,16093.4,26/09/2013 18:00
EWR,2013,9,26,18,19.4,12.8,65.61,110.0,3.6,4.14,0.0,1016.5,16093.4,26/09/2013 19:00
EWR,2013,9,26,19,19.4,13.3,67.79,150.0,4.12,4.74,0.0,1016.6,16093.4,26/09/2013 20:00
EWR,2013,9,26,20,18.9,13.3,69.94,160.0,4.12,4.74,0.0,1016.9,16093.4,26/09/2013 21:00
EWR,2013,9,26,21,18.3,13.3,72.62,160.0,2.57,2.96,0.0,1017.2,16093.4,26/09/2013 22:00
EWR,2013,9,26,22,17.8,13.3,74.94,160.0,2.06,2.37,0.0,1017.5,16093.4,26/09/2013 23:00
EWR,2013,9,26,23,17.8,13.9,77.92,0.0,0.0,0.0,0.0,1017.9,16093.4,27/09/2013 0:00
EWR,2013,9,27,0,17.8,13.9,77.92,0.0,0.0,0.0,0.0,1018.5,16093.4,27/09/2013 1:00
EWR,2013,9,27,1,17.2,13.9,80.93,0.0,0.0,0.0,0.0,1019.0,16093.4,27/09/2013 2:00
EWR,2013,9,27,2,17.2,13.9,80.93,0.0,0.0,0.0,0.0,1019.2,16093.4,27/09/2013 3:00
EWR,2013,9,27,3,17.2,13.9,80.93,110.0,2.06,2.37,0.0,1019.3,16093.4,27/09/2013 4:00
EWR,2013,9,27,4,17.0,13.0,77.29,120.0,1.54,1.78,0.0,,16093.4,27/09/2013 5:00
EWR,2013,9,27,5,13.9,10.0,77.32,10.0,3.09,3.55,0.0,1020.1,16093.4,27/09/2013 6:00
EWR,2013,9,27,6,13.3,10.0,80.4,350.0,2.57,2.96,0.0,1020.1,16093.4,27/09/2013 7:00
EWR,2013,9,27,7,12.8,10.0,83.08,10.0,3.6,4.14,0.0,1020.3,16093.4,27/09/2013 8:00
EWR,2013,9,27,8,12.8,10.0,83.08,20.0,4.63,5.33,0.0,1020.8,16093.4,27/09/2013 9:00
EWR,2013,9,27,9,13.3,10.6,83.69,20.0,3.6,4.14,0.0,1021.3,16093.4,27/09/2013 10:00
EWR,2013,9,27,10,12.8,10.0,83.08,20.0,4.63,5.33,0.0,1021.9,16093.4,27/09/2013 11:00
EWR,2013,9,27,11,13.9,10.0,77.32,10.0,5.14,5.92,0.0,1022.7,16093.4,27/09/2013 12:00
EWR,2013,9,27,12,14.4,10.0,74.86,10.0,5.14,5.92,0.0,1023.2,16093.4,27/09/2013 13:00
EWR,2013,9,27,13,16.7,11.1,69.51,50.0,3.6,4.14,0.0,1023.5,16093.4,27/09/2013 14:00
EWR,2013,9,27,14,18.3,11.1,62.83,20.0,4.63,5.33,0.0,1023.5,16093.4,27/09/2013 15:00
EWR,2013,9,27,15,20.0,11.1,56.51,360.0,3.09,3.55,0.0,1023.4,16093.4,27/09/2013 16:00
EWR,2013,9,27,16,20.0,10.0,52.51,,2.06,2.37,0.0,1023.1,16093.4,27/09/2013 17:00
EWR,2013,9,27,17,20.0,10.6,54.66,80.0,2.57,2.96,0.0,1022.8,16093.4,27/09/2013 18:00
EWR,2013,9,27,18,19.4,10.0,54.51,20.0,4.12,4.74,0.0,1022.5,16093.4,27/09/2013 19:00
EWR,2013,9,27,19,19.4,10.0,54.51,30.0,3.6,4.14,0.0,1022.5,16093.4,27/09/2013 20:00
EWR,2013,9,27,20,18.9,10.0,56.23,30.0,4.12,4.74,0.0,1022.7,16093.4,27/09/2013 21:00
EWR,2013,9,27,21,18.9,10.6,58.53,20.0,4.63,5.33,0.0,1023.0,16093.4,27/09/2013 22:00
EWR,2013,9,27,22,18.3,10.6,60.77,20.0,4.12,4.74,0.0,1023.3,16093.4,27/09/2013 23:00
EWR,2013,9,27,23,18.3,10.6,60.77,30.0,3.09,3.55,0.0,1023.5,16093.4,28/09/2013 0:00
EWR,2013,9,28,0,17.8,10.6,62.71,30.0,3.6,4.14,0.0,1024.0,16093.4,28/09/2013 1:00
EWR,2013,9,28,1,17.2,10.0,62.58,30.0,4.12,4.74,0.0,1024.3,16093.4,28/09/2013 2:00
EWR,2013,9,28,2,17.2,10.0,62.58,20.0,4.12,4.74,0.0,1024.8,16093.4,28/09/2013 3:00
EWR,2013,9,28,3,14.4,10.6,77.92,20.0,3.09,3.55,0.0,1025.0,16093.4,28/09/2013 4:00
EWR,2013,9,28,4,15.0,10.0,72.01,20.0,3.6,4.14,0.0,1024.7,16093.4,28/09/2013 5:00
EWR,2013,9,28,5,14.4,11.1,80.55,10.0,3.09,3.55,0.0,1024.8,16093.4,28/09/2013 6:00
EWR,2013,9,28,6,14.4,11.7,83.82,10.0,3.6,4.14,0.0,1024.7,16093.4,28/09/2013 7:00
EWR,2013,9,28,7,15.0,11.1,77.49,10.0,4.12,4.74,0.0,1024.7,16093.4,28/09/2013 8:00
EWR,2013,9,28,8,13.9,11.1,83.21,20.0,3.6,4.14,0.0,1025.0,16093.4,28/09/2013 9:00
EWR,2013,9,28,9,13.9,11.1,83.21,10.0,4.12,4.74,0.0,1025.5,16093.4,28/09/2013 10:00
EWR,2013,9,28,10,13.3,11.1,86.52,10.0,3.6,4.14,0.0,1026.0,16093.4,28/09/2013 11:00
EWR,2013,9,28,11,14.4,11.1,80.55,20.0,4.12,4.74,0.0,1026.4,16093.4,28/09/2013 12:00
EWR,2013,9,28,12,16.1,11.7,75.14,20.0,4.63,5.33,0.0,1026.7,16093.4,28/09/2013 13:00
EWR,2013,9,28,13,18.3,11.1,62.83,20.0,4.12,4.74,0.0,1027.0,16093.4,28/09/2013 14:00
EWR,2013,9,28,14,20.0,10.6,54.66,30.0,4.63,5.33,0.0,1026.9,16093.4,28/09/2013 15:00
EWR,2013,9,28,15,21.1,10.6,51.07,50.0,4.12,4.74,0.0,1026.6,16093.4,28/09/2013 16:00
EWR,2013,9,28,16,22.2,10.0,45.87,50.0,2.57,2.96,0.0,1026.0,16093.4,28/09/2013 17:00
EWR,2013,9,28,17,22.8,8.9,41.07,90.0,3.6,4.14,0.0,1025.3,16093.4,28/09/2013 18:00
EWR,2013,9,28,18,22.8,8.9,41.07,,3.09,3.55,0.0,1024.8,16093.4,28/09/2013 19:00
EWR,2013,9,28,19,22.8,9.4,42.48,60.0,4.12,4.74,0.0,1024.6,16093.4,28/09/2013 20:00
EWR,2013,9,28,20,22.2,10.6,47.75,140.0,2.57,2.96,0.0,1024.3,16093.4,28/09/2013 21:00
EWR,2013,9,28,21,20.6,11.1,54.45,150.0,2.06,2.37,0.0,1024.5,16093.4,28/09/2013 22:00
EWR,2013,9,28,22,19.4,11.1,58.65,170.0,3.09,3.55,0.0,1024.6,16093.4,28/09/2013 23:00
EWR,2013,9,28,23,19.0,12.0,63.82,170.0,2.06,2.37,0.0,,16093.4,29/09/2013 0:00
EWR,2013,9,29,0,17.8,11.7,67.46,0.0,0.0,0.0,0.0,1024.6,16093.4,29/09/2013 1:00
EWR,2013,9,29,1,17.2,12.2,72.42,0.0,0.0,0.0,0.0,1024.7,16093.4,29/09/2013 2:00
EWR,2013,9,29,2,17.8,11.7,67.46,0.0,0.0,0.0,0.0,1024.5,16093.4,29/09/2013 3:00
EWR,2013,9,29,3,17.2,12.2,72.42,0.0,0.0,0.0,0.0,1024.0,16093.4,29/09/2013 4:00
EWR,2013,9,29,4,16.1,12.2,77.66,0.0,0.0,0.0,0.0,1023.7,16093.4,29/09/2013 5:00
EWR,2013,9,29,5,13.9,11.7,86.58,20.0,2.57,2.96,0.0,1023.6,16093.4,29/09/2013 6:00
EWR,2013,9,29,6,13.3,11.7,90.03,20.0,2.06,2.37,0.0,1023.1,16093.4,29/09/2013 7:00
EWR,2013,9,29,7,13.9,11.7,86.58,30.0,2.06,2.37,0.0,1022.4,16093.4,29/09/2013 8:00
EWR,2013,9,29,8,12.2,10.6,89.95,20.0,2.57,2.96,0.0,1022.3,16093.4,29/09/2013 9:00
EWR,2013,9,29,9,12.2,11.1,92.99,20.0,2.06,2.37,0.0,1022.3,16093.4,29/09/2013 10:00
EWR,2013,9,29,10,12.2,11.1,92.99,20.0,2.57,2.96,0.0,1022.4,16093.4,29/09/2013 11:00
EWR,2013,9,29,11,14.4,12.8,90.11,20.0,2.57,2.96,0.0,1022.8,16093.4,29/09/2013 12:00
EWR,2013,9,29,12,16.1,13.3,83.47,30.0,2.06,2.37,0.0,1023.0,16093.4,29/09/2013 13:00
EWR,2013,9,29,13,18.3,14.4,77.99,30.0,2.06,2.37,0.0,1023.0,16093.4,29/09/2013 14:00
EWR,2013,9,29,14,18.9,13.3,69.94,0.0,0.0,0.0,0.0,1022.8,16093.4,29/09/2013 15:00
EWR,2013,9,29,15,20.0,13.3,65.31,50.0,2.57,2.96,0.0,1022.0,16093.4,29/09/2013 16:00
EWR,2013,9,29,16,21.7,11.7,52.95,80.0,2.06,2.37,0.0,1021.5,16093.4,29/09/2013 17:00
EWR,2013,9,29,17,21.1,11.1,52.8,110.0,2.57,2.96,0.0,1020.7,16093.4,29/09/2013 18:00
EWR,2013,9,29,18,21.1,11.7,54.94,100.0,2.57,2.96,0.0,1020.2,16093.4,29/09/2013 19:00
EWR,2013,9,29,19,20.6,11.7,56.66,180.0,2.06,2.37,0.0,1019.4,16093.4,29/09/2013 20:00
EWR,2013,9,29,20,20.0,11.7,58.8,160.0,3.6,4.14,0.0,1019.1,16093.4,29/09/2013 21:00
EWR,2013,9,29,21,18.9,11.7,62.96,160.0,3.6,4.14,0.0,1019.1,16093.4,29/09/2013 22:00
EWR,2013,9,29,22,17.8,11.1,64.84,160.0,3.09,3.55,0.0,1019.3,16093.4,29/09/2013 23:00
